unidade;ano;mes;setor_centro_custo;internacoes
CHPB;2019,0;1,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;34,0
CHPB;2019,0;1,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;2,0
CHPB;2019,0;2,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;30,0
CHPB;2019,0;2,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;2,0
CHPB;2019,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;3,0
CHPB;2019,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;1,0
CHPB;2019,0;3,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;13,0
CHPB;2019,0;3,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;1,0
CHPB;2019,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;1,0
CHPB;2019,0;4,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;29,0
CHPB;2019,0;5,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;24,0
CHPB;2019,0;5,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;1,0
CHPB;2019,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;1,0
CHPB;2019,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;2,0
CHPB;2019,0;6,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;31,0
CHPB;2019,0;6,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;1,0
CHPB;2019,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;1,0
CHPB;2019,0;7,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;26,0
CHPB;2019,0;7,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;1,0
CHPB;2019,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;1,0
CHPB;2019,0;8,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;25,0
CHPB;2019,0;9,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;28,0
CHPB;2019,0;9,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;2,0
CHPB;2019,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;1,0
CHPB;2019,0;10,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;34,0
CHPB;2019,0;10,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;2,0
CHPB;2019,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA;1,0
CHPB;2019,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;2,0
CHPB;2019,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;1,0
CHPB;2019,0;11,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;29,0
CHPB;2019,0;11,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;4,0
CHPB;2019,0;12,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;24,0
CHPB;2019,0;12,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;3,0
CHPB;2019,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;2,0
CHPB;2020,0;1,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;42,0
CHPB;2020,0;1,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;5,0
CHPB;2020,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;1,0
CHPB;2020,0;2,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;33,0
CHPB;2020,0;2,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;1,0
CHPB;2020,0;3,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;28,0
CHPB;2020,0;3,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;2,0
CHPB;2020,0;4,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;23,0
CHPB;2020,0;4,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;3,0
CHPB;2020,0;5,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;14,0
CHPB;2020,0;5,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;3,0
CHPB;2020,0;5,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;13,0
CHPB;2020,0;6,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;30,0
CHPB;2020,0;6,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;3,0
CHPB;2020,0;6,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;8,0
CHPB;2020,0;7,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;23,0
CHPB;2020,0;7,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;1,0
CHPB;2020,0;7,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;5,0
CHPB;2020,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;1,0
CHPB;2020,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;1,0
CHPB;2020,0;8,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;22,0
CHPB;2020,0;8,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;1,0
CHPB;2020,0;8,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;13,0
CHPB;2020,0;9,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;27,0
CHPB;2020,0;9,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;1,0
CHPB;2020,0;9,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;5,0
CHPB;2020,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;1,0
CHPB;2020,0;10,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;24,0
CHPB;2020,0;10,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;4,0
CHPB;2020,0;11,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;19,0
CHPB;2020,0;11,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;1,0
CHPB;2020,0;11,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;7,0
CHPB;2020,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;1,0
CHPB;2020,0;12,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;26,0
CHPB;2020,0;12,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;1,0
CHPB;2020,0;12,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;2,0
CHPB;2021,0;1,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;30,0
CHPB;2021,0;1,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;3,0
CHPB;2021,0;1,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;3,0
CHPB;2021,0;2,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;25,0
CHPB;2021,0;2,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;5,0
CHPB;2021,0;3,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;14,0
CHPB;2021,0;3,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;2,0
CHPB;2021,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA;13,0
CHPB;2021,0;4,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;5,0
CHPB;2021,0;4,0;UNIDADE DE TRATAMENTO CLINICO;1,0
CHPB;2021,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA;29,0
CHPB;2021,0;5,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;2,0
CHPB;2021,0;5,0;UNIDADE DE TRATAMENTO CLINICO;1,0
CHPB;2021,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA;23,0
CHPB;2021,0;6,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;6,0
CHPB;2021,0;6,0;UNIDADE DE TRATAMENTO CLINICO;1,0
CHPB;2021,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA;30,0
CHPB;2021,0;7,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;3,0
CHPB;2021,0;7,0;UNIDADE DE TRATAMENTO CLINICO;1,0
CHPB;2021,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA;27,0
CHPB;2021,0;8,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;4,0
CHPB;2021,0;8,0;UNIDADE DE TRATAMENTO CLINICO;2,0
CHPB;2021,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA;17,0
CHPB;2021,0;9,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;7,0
CHPB;2021,0;9,0;UNIDADE DE TRATAMENTO CLINICO;2,0
CHPB;2021,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA;40,0
CHPB;2021,0;10,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;9,0
CHPB;2021,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA;34,0
CHPB;2021,0;11,0;LAR INCLUSIVO C;1,0
CHPB;2021,0;11,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;10,0
CHPB;2021,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA;21,0
CHPB;2021,0;12,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;7,0
CHPB;2021,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA;18,0
CHPB;2022,0;1,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;7,0
CHPB;2022,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA;21,0
CHPB;2022,0;2,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;10,0
CHPB;2022,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA;17,0
CHPB;2022,0;3,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;7,0
CHPB;2022,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA;32,0
CHPB;2022,0;4,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;9,0
CHPB;2022,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA;20,0
CHPB;2022,0;5,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;11,0
CHPB;2022,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA;20,0
CHPB;2022,0;6,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;5,0
CHPB;2022,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA;26,0
CHPB;2022,0;7,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;12,0
CHPB;2022,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA;33,0
CHPB;2022,0;8,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;26,0
CHPB;2022,0;8,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;16,0
CHPB;2022,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA;7,0
CHPB;2022,0;9,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;21,0
CHPB;2022,0;9,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;15,0
CHPB;2022,0;10,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;24,0
CHPB;2022,0;10,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;9,0
CHPB;2022,0;11,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;17,0
CHPB;2022,0;11,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;12,0
CHPB;2022,0;12,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;31,0
CHPB;2022,0;12,0;LAR INCLUSIVO D;1,0
CHPB;2022,0;12,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;11,0
CHPB;2023,0;1,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;34,0
CHPB;2023,0;1,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;21,0
CHPB;2023,0;2,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;20,0
CHPB;2023,0;2,0;LAR INCLUSIVO B;1,0
CHPB;2023,0;2,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;8,0
CHPB;2023,0;3,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;31,0
CHPB;2023,0;3,0;LAR INCLUSIVO B;1,0
CHPB;2023,0;3,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;18,0
CHPB;2023,0;4,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;27,0
CHPB;2023,0;4,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;17,0
CHPB;2023,0;5,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;35,0
CHPB;2023,0;5,0;LAR INCLUSIVO C;1,0
CHPB;2023,0;5,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;20,0
CHPB;2023,0;6,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;34,0
CHPB;2023,0;6,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;15,0
CHPB;2023,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA;2,0
CHPB;2023,0;7,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;39,0
CHPB;2023,0;7,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;14,0
CHPB;2023,0;8,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;15,0
CHPB;2023,0;8,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;15,0
CHPB;2023,0;9,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;27,0
CHPB;2023,0;9,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;13,0
CHPB;2023,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA;2,0
CHPB;2023,0;10,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;27,0
CHPB;2023,0;10,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;9,0
CHPB;2023,0;11,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;27,0
CHPB;2023,0;11,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;17,0
CHPB;2023,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA;1,0
CHPB;2023,0;12,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;20,0
CHPB;2023,0;12,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;11,0
CHPB;2023,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA;1,0
CHPB;2024,0;1,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;29,0
CHPB;2024,0;1,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;17,0
CHPB;2024,0;2,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;31,0
CHPB;2024,0;2,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;19,0
CHPB;2024,0;3,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;22,0
CHPB;2024,0;3,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;21,0
CHPB;2024,0;4,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;30,0
CHPB;2024,0;4,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;16,0
CHPB;2024,0;5,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;24,0
CHPB;2024,0;5,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;8,0
CHPB;2024,0;6,0;UIP-MASCULINA/CHPB/CHB;6,0
CHPB;2024,0;6,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;3,0
CHPB;2024,0;7,0;UIP-FEMININA/CHPB/CHB;5,0
CHPB;2024,0;7,0;UIP-MASCULINA/CHPB/CHB;20,0
CHPB;2024,0;7,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;19,0
CHPB;2024,0;8,0;UIP-FEMININA/CHPB/CHB;13,0
CHPB;2024,0;8,0;UIP-MASCULINA/CHPB/CHB;15,0
CHPB;2024,0;8,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;16,0
CHPB;2024,0;9,0;LAR INCLUSIVO B/CHPB/CHB;1,0
CHPB;2024,0;9,0;UIP-FEMININA/CHPB/CHB;3,0
CHPB;2024,0;9,0;UIP-MASCULINA/CHPB/CHB;21,0
CHPB;2024,0;9,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;12,0
CHPB;2024,0;10,0;UIP-FEMININA/CHPB/CHB;14,0
CHPB;2024,0;10,0;UIP-MASCULINA/CHPB/CHB;17,0
CHPB;2024,0;10,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;28,0
CHPB;2024,0;11,0;LAR INCLUSIVO A/CHPB/CHB;1,0
CHPB;2024,0;11,0;LAR INCLUSIVO B/CHPB/CHB;1,0
CHPB;2024,0;11,0;UIP-FEMININA/CHPB/CHB;12,0
CHPB;2024,0;11,0;UIP-MASCULINA/CHPB/CHB;22,0
CHPB;2024,0;11,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;20,0
CHPB;2024,0;12,0;UIP-FEMININA/CHPB/CHB;7,0
CHPB;2024,0;12,0;UIP-MASCULINA/CHPB/CHB;18,0
CHPB;2024,0;12,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;13,0
CHPB;2025,0;1,0;LAR INCLUSIVO B/CHPB/CHB;3,0
CHPB;2025,0;1,0;UIP-FEMININA/CHPB/CHB;9,0
CHPB;2025,0;1,0;UIP-MASCULINA/CHPB/CHB;26,0
CHPB;2025,0;1,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;17,0
CHPB;2025,0;2,0;UIP-FEMININA/CHPB/CHB;14,0
CHPB;2025,0;2,0;UIP-MASCULINA/CHPB/CHB;19,0
CHPB;2025,0;2,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;17,0
CHPB;2025,0;3,0;UIP-FEMININA/CHPB/CHB;11,0
CHPB;2025,0;3,0;UIP-MASCULINA/CHPB/CHB;11,0
CHPB;2025,0;3,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;15,0
CHPB;2025,0;4,0;UIP-FEMININA/CHPB/CHB;8,0
CHPB;2025,0;4,0;UIP-MASCULINA/CHPB/CHB;16,0
CHPB;2025,0;4,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;16,0
CHPB;2025,0;5,0;UIP-FEMININA/CHPB/CHB;12,0
CHPB;2025,0;5,0;UIP-MASCULINA/CHPB/CHB;16,0
CHPB;2025,0;5,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;24,0
CHPB;2025,0;6,0;UIP-FEMININA/CHPB/CHB;8,0
CHPB;2025,0;6,0;UIP-MASCULINA/CHPB/CHB;18,0
CHPB;2025,0;6,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;20,0
CHPB;2025,0;7,0;UIP-FEMININA/CHPB/CHB;12,0
CHPB;2025,0;7,0;UIP-MASCULINA/CHPB/CHB;18,0
CHPB;2025,0;7,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;29,0
CHPB;2025,0;8,0;UIP-FEMININA/CHPB/CHB;8,0
CHPB;2025,0;8,0;UIP-MASCULINA/CHPB/CHB;13,0
CHPB;2025,0;8,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;18,0
CHPB;2025,0;9,0;LAR INCLUSIVO A/CHPB/CHB;1,0
CHPB;2025,0;9,0;UIP-FEMININA/CHPB/CHB;4,0
CHPB;2025,0;9,0;UIP-MASCULINA/CHPB/CHB;15,0
CHPB;2025,0;9,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;13,0
CHPB;2025,0;10,0;UIP-FEMININA/CHPB/CHB;6,0
CHPB;2025,0;10,0;UIP-MASCULINA/CHPB/CHB;14,0
CHPB;2025,0;10,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;20,0
CHPB;2025,0;11,0;UIP-FEMININA/CHPB/CHB;5,0
CHPB;2025,0;11,0;UIP-MASCULINA/CHPB/CHB;11,0
CHPB;2025,0;11,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;13,0
CHPB;2025,0;12,0;UIP-FEMININA/CHPB/CHB;9,0
CHPB;2025,0;12,0;UIP-MASCULINA/CHPB/CHB;11,0
CHPB;2025,0;12,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;22,0
CHPB;2026,0;1,0;UIP-FEMININA/CHPB/CHB;8,0
CHPB;2026,0;1,0;UIP-MASCULINA/CHPB/CHB;15,0
CHPB;2026,0;1,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;19,0
CHPB;2026,0;2,0;LAR INCLUSIVO A/CHPB/CHB;1,0
CHPB;2026,0;2,0;UIP-FEMININA/CHPB/CHB;9,0
CHPB;2026,0;2,0;UIP-MASCULINA/CHPB/CHB;14,0
CHPB;2026,0;2,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;18,0
CSPD;2019,0;1,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;34,0
CSPD;2019,0;2,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;45,0
CSPD;2019,0;3,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;33,0
CSPD;2019,0;4,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;36,0
CSPD;2019,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;35,0
CSPD;2019,0;6,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;51,0
CSPD;2019,0;7,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;31,0
CSPD;2019,0;8,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;38,0
CSPD;2019,0;9,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;44,0
CSPD;2019,0;10,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;24,0
CSPD;2019,0;11,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;32,0
CSPD;2019,0;12,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;31,0
CSPD;2020,0;1,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;49,0
CSPD;2020,0;2,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;40,0
CSPD;2020,0;3,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;34,0
CSPD;2020,0;4,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;16,0
CSPD;2020,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;23,0
CSPD;2020,0;6,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;23,0
CSPD;2020,0;7,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;14,0
CSPD;2020,0;8,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;27,0
CSPD;2020,0;9,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;31,0
CSPD;2020,0;10,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;29,0
CSPD;2020,0;11,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;22,0
CSPD;2020,0;12,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;26,0
CSPD;2021,0;1,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;29,0
CSPD;2021,0;2,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;34,0
CSPD;2021,0;3,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;24,0
CSPD;2021,0;4,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;31,0
CSPD;2021,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;27,0
CSPD;2021,0;6,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;38,0
CSPD;2021,0;7,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;32,0
CSPD;2021,0;8,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;36,0
CSPD;2021,0;9,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;25,0
CSPD;2021,0;10,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;28,0
CSPD;2021,0;11,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;43,0
CSPD;2021,0;12,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;38,0
CSPD;2022,0;1,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;32,0
CSPD;2022,0;2,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;18,0
CSPD;2022,0;3,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;42,0
CSPD;2022,0;4,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;40,0
CSPD;2022,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;56,0
CSPD;2022,0;6,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;41,0
CSPD;2022,0;7,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;38,0
CSPD;2022,0;8,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;45,0
CSPD;2022,0;9,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;35,0
CSPD;2022,0;10,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;3,0
CSPD;2022,0;10,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;22,0
CSPD;2022,0;11,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;6,0
CSPD;2022,0;11,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;27,0
CSPD;2022,0;12,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;6,0
CSPD;2022,0;12,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;18,0
CSPD;2023,0;1,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;14,0
CSPD;2023,0;1,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;31,0
CSPD;2023,0;2,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;2,0
CSPD;2023,0;2,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;26,0
CSPD;2023,0;3,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;8,0
CSPD;2023,0;3,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;28,0
CSPD;2023,0;4,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;4,0
CSPD;2023,0;4,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;23,0
CSPD;2023,0;5,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;8,0
CSPD;2023,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;37,0
CSPD;2023,0;6,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;6,0
